location,title,rooms,m2,build_material,year,page,kinder_garden,metro_station,price_eur
Zent_r,"Mezonet Zent_r
Zent_r, Sofia",10,130,Tuhla,2000.0,281,0,0,260000
Karpuziza,"Prodava mezonet Karpuziza
Karpuziza, Sofia",10,235,Tuhla,2021.0,281,0,1,340000
Banisora,"Prodava se tristaen apartament na ul. Ohrid
Banisora, Sofia",3,113,Tuhla,1999.0,281,0,1,330000
Tolstoj,"Tristaen v Tolstoj
Tolstoj, Sofia",3,86,EPK/PK,1982.0,281,0,1,126000
Ovca Kupel,"Dvustaen v Ovca kupel
Ovca Kupel, Sofia",2,70,Tuhla,2011.0,281,0,1,129900
Zona B18,"Prodava 1-staen, kv. Zona B-18
Zona B18, Sofia",0,45,Tuhla,2008.0,281,0,1,120000
Krasno Selo,"Mezonet s tri spalni i prostorni terasi v nova jilisna sgrada do metrostanzia ”Krasno selo”
 Krasno Selo, Sofia",4,212.02,Tuhla,2023.0,281,0,1,652100
Krasno Selo,"Cetiristaen apartament v nova sgrada do metrostanzia ”Krasno selo”
 Krasno Selo, Sofia",4,175.11,Tuhla,2023.0,281,0,1,400406
Krasno Selo,"Tristaen apartament v nova sgrada do metrostanzia ”Krasno selo”
 Krasno Selo, Sofia",3,138.15,Tuhla,2023.0,281,0,1,315849
Krasno Selo,"Dvustaen apartament v nova sgrada do metrostanzia ”Krasno selo”
 Krasno Selo, Sofia",2,69.78,Tuhla,2023.0,281,0,1,159559
Krasno Selo,"Ujen dvustaen apartament v nova sgrada do metrostanzia ”Krasno selo”
 Krasno Selo, Sofia",2,70.12,Tuhla,2023.0,281,0,1,151659
Malinova Dolina,"Mnogostaen, Sofia, Malinova Dolina, 142 kv.m., 219000 €
Malinova Dolina, Sofia",4,142,Tuhla,2023.0,281,0,1,219000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 64 kv.m., 99000 €
Malinova Dolina, Sofia",2,64,Tuhla,2023.0,281,0,1,99000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 78 kv.m., 119000 €
Malinova Dolina, Sofia",2,78,Tuhla,2023.0,282,0,0,119000
Poduane,"Dvustaen apartament do ul. Cerkovna
Poduane, Sofia",2,70,Tuhla,2025.0,282,0,0,126100
Nadejda 2,"Dvustaen apartament v j.k. Nadejda 2
Nadejda 2, Sofia",2,60,Panel,1972.0,282,0,0,93000
Karpuziza,"Tristaen apartament v j.k. Karpuziza
Karpuziza, Sofia",3,110,Tuhla,1998.0,282,0,0,185000
Nadejda 3,"Dvustaen apartament v Nadejda 3
Nadejda 3, Sofia",2,70,Panel,1986.0,282,0,0,110000
Vitosa,"Dvustaen apartament v j.k. Vitosa
Vitosa, Sofia",2,82,Tuhla,2021.0,282,0,0,145000
Sveta Troiza,"Tristaen apartament 66 kv.m Panel 1980 g. 4 etaj Neposleden
Sveta Troiza, Sofia",3,66,Panel,1980.0,282,0,1,159900
Ilinden,"Tristaen apartament 66 kv.m Panel 1980 g. 4 etaj Neposleden
Ilinden, Sofia",3,66,Panel,1980.0,282,0,1,159900
Ovca Kupel,"Tristaen apartament 81 kv.m Tuhla 2022 g. 1 etaj P_rvi jilisen
Ovca Kupel, Sofia",3,81,Tuhla,2022.0,282,0,1,187000
Ovca Kupel,"Dvustaen apartament 78 kv.m Tuhla 2022 g. 1 etaj P_rvi jilisen
Ovca Kupel, Sofia",2,78,Tuhla,2022.0,282,0,1,162800
Sveta Troiza,"Dvustaen apartament 66 kv.m Panel 1980 g. 4 etaj Neposleden
Sveta Troiza, Sofia",2,66,Panel,1980.0,282,0,1,159900
Zent_r,"Dvustaen apartament, Zent_r
Zent_r, Sofia",2,55,Tuhla,2005.0,282,1,1,125000
Razsadnika,"Dvustaen v Razsadnika
Razsadnika, Sofia",2,45,Panel,1986.0,282,1,1,89600
Manastirski Livadi,"Posleden apartament v sgrada s Akt 16 v kv. Manastirski livadi - zapad
 Manastirski Livadi, Sofia",3,115,Tuhla,2022.0,282,1,1,209000
Zent_r,"Dvustaen apartament, Zent_r
Zent_r, Sofia",2,125,Tuhla,2000.0,283,0,1,190000
Zent_r,"Tristaen apartament, Zent_r
Zent_r, Sofia",3,125,Tuhla,2000.0,283,0,1,190000
Lulin 3,"Prodava apartament v blizost do metrostanzia Lulin
Lulin 3, Sofia",3,86,EPK/PK,1980.0,283,0,1,125000
Zent_r,"ul. Buzludja tristaen
Zent_r, Sofia",3,115,Tuhla,1951.0,283,0,1,320000
Razsadnika,"Dvustaen v Razsadnika
Razsadnika, Sofia",2,67,Panel,1983.0,283,0,1,91700
Strelbise,"Novopostroen tristaen apartament v kv. Strelbise
 Strelbise, Sofia",3,85,Tuhla,2023.0,283,0,1,204000
Lulin 10,"Tristaen apartament 129 kv.m Tuhla 2024 g. 3 etaj Neposleden
Lulin 10, Sofia",3,129,Tuhla,2024.0,283,1,1,173300
Ovca Kupel,"Tristaen apartament 87 kv.m Tuhla 2024 g. 3 etaj Neposleden
Ovca Kupel, Sofia",3,87,Tuhla,2024.0,283,1,1,119992
Simeonovo,"Tristaen apartament 98 kv.m Tuhla 2024 g. 5 etaj Neposleden
Simeonovo, Sofia",3,98,Tuhla,2024.0,283,1,1,135381
Ovca Kupel,"Dvustaen apartament 71 kv.m Tuhla 2024 g. 2 etaj Neposleden
Ovca Kupel, Sofia",2,71,Tuhla,2024.0,283,1,1,93525
Ovca Kupel,"Dvustaen apartament 71 kv.m Tuhla 2024 g. 5 etaj Neposleden
Ovca Kupel, Sofia",2,71,Tuhla,2024.0,283,1,1,94931
Tolstoj,"Tristaen apartament v j.k. Tolstoj
Tolstoj, Sofia",3,86,EPK/PK,1980.0,283,1,1,126000
Zent_r,"TUHLEN 3-staen, bul. Vitosa
Zent_r, Sofia",3,115,Tuhla,1951.0,283,1,1,319000
Zona B19,"Apartament s edna spalna v rajon s otlicna lokazia! Ot PORTFOLIO BP!
Zona B19, Sofia",0,50,Tuhla,2000.0,283,1,1,96900
Pavlovo,"Mezonet - kv. Pavlovo
Pavlovo, Sofia",10,237,Tuhla,2020.0,283,1,1,250000
Iztok,"Tristaen apartament
Iztok, Sofia",3,80,Tuhla,1970.0,283,1,1,240000
Manastirski Livadi,"Mnogostaen apartament
Manastirski Livadi, Sofia",4,155,Tuhla,2020.0,283,1,1,285000
Strelbise,"Cetiristaen apartament za prodajba
Strelbise, Sofia",4,120,Tuhla,1998.0,283,1,1,205000
Avorov,"Tristaen apartament Avorov
Avorov, Sofia",3,85,Tuhla,1962.0,283,1,1,320000
Iztok,"Dvustaen apartament
Iztok, Sofia",2,90,EPK/PK,1999.0,283,1,1,155000
Zent_r,"Cetiristaen apartament
Zent_r, Sofia",4,160,Tuhla,1938.0,283,1,1,450000
Ovca Kupel 2,"Tristaen apartament v nov kompleks do NBU i metrostanzii
 Ovca Kupel 2, Sofia",3,96.45,Tuhla,2023.0,283,1,1,139500
Malinova Dolina,"Ekskluziven apartament s gradinska terasa i gledka k_m planina Vitosa
 Malinova Dolina, Sofia",3,95.5,Tuhla,2023.0,284,0,0,206000
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s terasa 90 kv.m.
Malinova Dolina, Sofia",4,280,Tuhla,2023.0,284,0,0,338400
Malinova Dolina,"Tristaen apartament v Malinova dolina s terasa 10 kv.m.
Malinova Dolina, Sofia",3,106,Tuhla,2023.0,284,0,0,192300
Malinova Dolina,"Tristaen apartament v Malinova dolina s terasa 25 kv.m.
Malinova Dolina, Sofia",3,95,Tuhla,2023.0,284,0,0,146800
Malinova Dolina,"Cetiristaen apartament v Malinova dolina
Malinova Dolina, Sofia",4,135,Tuhla,2023.0,284,0,0,246100
Malinova Dolina,"Tristaen apartament v Malinova dolina
Malinova Dolina, Sofia",3,138,Tuhla,2023.0,284,0,0,251600
Malinova Dolina,"Tristaen apartament v Malinova dolina
Malinova Dolina, Sofia",3,117,Tuhla,2023.0,284,0,0,213800
Malinova Dolina,"Tristaen apartament v Malinova dolina
Malinova Dolina, Sofia",3,125,Tuhla,2023.0,284,0,0,227900
Malinova Dolina,"Cetiristaen apartament v Malinova dolina
Malinova Dolina, Sofia",4,138,Tuhla,2023.0,284,0,0,251200
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s terasa 85 kv.m.
Malinova Dolina, Sofia",4,210,Tuhla,2023.0,284,0,0,248600
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s terasa 50 kv.m.
Malinova Dolina, Sofia",4,170,Tuhla,2023.0,284,0,0,234489
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s terasa 90 kv.m.
Malinova Dolina, Sofia",4,200,Tuhla,2023.0,284,0,0,260465
Kr_stova Vada,"Tristaen apartament s dvor i parkomasto v sgrada F na Vitosa Vu / Vitosha View
 Kr_stova Vada, Sofia",3,79.74,Tuhla,2023.0,284,0,0,175000
Goze Delcev,"Tristaen apartament, Goze Delcev
Goze Delcev, Sofia",3,74,EPK/PK,1983.0,284,1,0,185000
Zent_r,"Tristaen apartament v Zent_ra na gr. Sofia
Zent_r, Sofia",3,127,Tuhla,2023.0,284,1,0,268070
Zent_r,"Tristaen apartament Zent_r
Zent_r, Sofia",3,123,Tuhla,2000.0,284,1,0,260000
Malinova Dolina,"Dvustaen apartament v j.k. Malinova dolina
Malinova Dolina, Sofia",2,58,Tuhla,2022.0,285,0,0,115600
Manastirski Livadi,"Ujen Tristaen Apartament v Manastirski Livadi! 90% na Akt 16!
Manastirski Livadi, Sofia",3,133,Tuhla,2022.0,285,0,0,266000
Malinova Dolina,"Tristaen apartament v Malinova dolina s terasa 55 kv.m.
Malinova Dolina, Sofia",3,102,Tuhla,2023.0,285,0,0,157500
Malinova Dolina,"Tristaen apartament v Malinova dolina s terasa 30 kv.m.
Malinova Dolina, Sofia",3,120,Tuhla,2023.0,285,0,0,143400
Malinova Dolina,"Tristaen apartament v Malinova dolina
Malinova Dolina, Sofia",3,93,Tuhla,2023.0,285,0,0,127800
Malinova Dolina,"Tristaen apartament v Malinova dolina s terasa 50 kv.m.
Malinova Dolina, Sofia",3,90,Tuhla,2023.0,285,0,0,145000
Malinova Dolina,"Dvustaen apartament v Malinova dolina
Malinova Dolina, Sofia",2,71,Tuhla,2023.0,285,0,0,135000
Malinova Dolina,"Dvustaen apartament v Malinova dolina
Malinova Dolina, Sofia",2,74,Tuhla,2023.0,285,0,0,99000
Malinova Dolina,"Tristaen apartament v Malinova dolina
Malinova Dolina, Sofia",3,103,Tuhla,2023.0,285,0,0,138500
Malinova Dolina,"Tristaen apartament v Malinova dolina s dvor 300 kv.m.
Malinova Dolina, Sofia",3,100,Tuhla,2023.0,285,0,0,183000
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 70 kv.m.
Malinova Dolina, Sofia",2,72,Tuhla,2023.0,285,0,0,111000
m-t G_rdova glava,"Prodava 3-staen, m-t G_rdova glava
m-t G_rdova glava, Sofia",3,98,Tuhla,2024.0,285,0,0,155856
Lozenez,"Dvustaen apartament v s_rzeto na Lozenez! DO METROSTANZIA!
Lozenez, Sofia",2,150,Tuhla,2000.0,285,0,0,195000
Zent_r,"Etaj ot k_sa, Zent_r
Zent_r, Sofia",3,159,Gredored,1953.0,286,0,0,99000
Manastirski Livadi,"Tristaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",3,100,Tuhla,2014.0,286,0,0,266500
Ovca Kupel,"Tristaen apartament v j.k. Ovca kupel
Ovca Kupel, Sofia",3,120,Tuhla,2023.0,286,0,0,215000
Drujba 1,"Dvustaen apartament v j.k. Drujba 1
Drujba 1, Sofia",2,60,Panel,1970.0,286,0,0,99500
Ovca Kupel,"Mezonet v j.k. Ovca kupel
Ovca Kupel, Sofia",10,182,Tuhla,2000.0,286,0,0,230000
Vr_bniza 1,"Prodava dvustaen apartament do metrostanzia Beli Dunav
Vr_bniza 1, Sofia",2,63,Panel,1980.0,286,0,1,86000
Manastirski Livadi,"Tristaen apartament v j.k. Manastirski livadi
Manastirski Livadi, Sofia",3,101,Tuhla,2005.0,286,0,1,229500
Ovca Kupel 2,"Mnogostaen apartament v j.k. Ovca kupel 2
Ovca Kupel 2, Sofia",4,136,Tuhla,1998.0,286,0,1,210000
Lulin 10,"Tristaen apartament v j.k. Lulin 10
Lulin 10, Sofia",3,110,Tuhla,2009.0,286,0,1,190000
Krasno Selo,"Tristaen apartament v j.k. Krasno selo
Krasno Selo, Sofia",3,115,Tuhla,1978.0,286,0,1,280000
Serdika,"Tristaen apartament v j.k. Serdika
Serdika, Sofia",3,120,Tuhla,2022.0,286,0,1,182500
Serdika,"Dvustaen apartament v j.k. Serdika
Serdika, Sofia",2,96,Tuhla,2022.0,286,0,1,150000
Serdika,"Tristaen apartament v j.k. Serdika
Serdika, Sofia",3,110,Tuhla,2022.0,286,0,1,192000
Serdika,"Tristaen apartament v j.k. Serdika
Serdika, Sofia",3,145,Tuhla,2022.0,286,0,1,196500
Lulin 2,"Mnogostaen apartament 96 kv.m Panel 1985 g. 2 etaj Neposleden
Lulin 2, Sofia",4,96,Panel,1985.0,286,0,1,139900
Poduane,"Tristaen apartament 75 kv.m Tuhla 1989 g. 1 etaj P_rvi jilisen
Poduane, Sofia",3,75,Tuhla,1989.0,286,0,1,198998
Borovo,"Prodava ednostaen apartament do bul. B_lgaria
Borovo, Sofia",0,40,Tuhla,1990.0,286,0,1,80000
Lulin 3,"Dvustaen apartament za prodajba, gr. Sofia, j.k. Lulin 3
Lulin 3, Sofia",2,55,Panel,1985.0,286,0,1,105000
Malinova Dolina,"Dvustajni i tristajni apartamenti na 800 metra ot NSA
 Malinova Dolina, Sofia",2,77.36,Tuhla,2024.0,286,0,1,110030
Mladost 4,"Atelieta v nova luksozna sgrada ot 2020 g.
 Mladost 4, Sofia",2,72.37,Tuhla,2019.0,286,0,1,123029
Banisora,"Mnogostaen apartament v j.k. Banisora
Banisora, Sofia",4,95,Panel,1974.0,286,0,1,199000
Mladost 1,"Dvustaen apartament v j.k. Mladost 1
Mladost 1, Sofia",2,65,EPK/PK,1984.0,286,0,1,159000
Mladost 3,"Tristaen apartament v j.k. Mladost 3
Mladost 3, Sofia",3,84,Panel,1985.0,286,0,1,134000
Lulin 2,"Lulin 2 dvustaen v stroej
Lulin 2, Sofia",2,57,Tuhla,2024.0,287,0,0,76230
Obela 2,"Prodava apartament v blizost do magazin Billa i 140-to SU
Obela 2, Sofia",2,45,Panel,1980.0,287,0,0,71000
Banisora,"Prodava panoramen mezonet s tri spalni v nova kooperazia
Banisora, Sofia",10,178,Tuhla,2022.0,287,0,0,309000
Lulin 5,"Prodava malomeren dvustaen apartament v Lulin 5
Lulin 5, Sofia",2,42,Panel,1980.0,287,0,0,50000
Suhata reka,"Tristaen apartament v nova moderna sgrada do metrostanzia ”Hadji Dimit_r”
 Suhata reka, Sofia",3,108.49,Tuhla,2023.0,287,0,0,195286
Suhata reka,"Dvustaen apartament v nova moderna sgrada do metrostanzia ”Hadji Dimit_r”
 Suhata reka, Sofia",2,70.06,Tuhla,2023.0,287,0,0,126100
Levski,"Tristaen apartament novo stroitelstvo do metrostanzia ”Vitina”
 Levski, Sofia",3,107.17,Tuhla,2023.0,287,0,0,144680
Levski,"Dvustaen apartament novo stroitelstvo do metrostanzia ”Vitina”
 Levski, Sofia",2,57.5,Tuhla,2023.0,287,0,0,77625
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 94 kv.m., 135360 €
Malinova Dolina, Sofia",3,94,Tuhla,2023.0,287,1,0,135360
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 107 kv.m., 126000 €
Malinova Dolina, Sofia",3,107,Tuhla,2023.0,287,1,0,126000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 115 kv.m., 177100 €
Malinova Dolina, Sofia",3,115,Tuhla,2023.0,287,1,0,177100
Lulin 8,"Prodava apartament do metrostanzia Slivniza
Lulin 8, Sofia",2,70,Panel,1980.0,287,1,1,104000
Vitosa,"Prodava nov golam apartament do posolstvoto na Siria
Vitosa, Sofia",3,150,Tuhla,2021.0,287,1,1,268000
Ovca Kupel,"Dvustaen apartament v kv. Ovca Kupel
Ovca Kupel, Sofia",2,50,Panel,1980.0,287,1,1,83000
Zent_r,"Dvustaen apartament 75 kv.m Tuhla 1960 g. 6 etaj Neposleden
Zent_r, Sofia",2,75,Tuhla,1960.0,288,0,0,155000
Sveta Troiza,"Dvustaen v Sveta Troiza
Sveta Troiza, Sofia",2,67,Panel,1974.0,288,0,1,109900
Kr_stova Vada,"Novi apartamenti v kompleks ot dve sgradi do bul. Cerni vr_h
 Kr_stova Vada, Sofia",2,93.75,Tuhla,2023.0,288,1,1,153830
Kr_stova Vada,"Top predlojenie v Kr_stova vada
Kr_stova Vada, Sofia",2,78,Tuhla,2018.0,288,1,1,130000
D_rveniza,"Dvustaen apartament v kv. D_rveniza
D_rveniza, Sofia",2,59,Tuhla,2024.0,288,1,1,131080
D_rveniza,"Tristaen apartament v kv. D_rveniza
D_rveniza, Sofia",3,124,Tuhla,2024.0,288,1,1,273420
Suhata reka,"Tristaen apartament v kv. Suhata reka
Suhata reka, Sofia",3,103,Tuhla,2024.0,288,1,1,139320
Vitosa,"Dvustaen apartament v kv. Vitosa
Vitosa, Sofia",2,71,Tuhla,2025.0,288,1,1,128322
Vr_bniza 1,"Dvustaen apartament Vr_bniza 1 do metrostanzia!
Vr_bniza 1, Sofia",2,62,Tuhla,2023.0,288,1,1,84000
Orlandovzi,"Dvustaen v Orlandovzi
Orlandovzi, Sofia",2,60,Tuhla,1968.0,288,1,1,73000
Pavlovo,"Prodava 2-staen, kv. Pavlovo
Pavlovo, Sofia",2,92,Tuhla,2024.0,288,1,1,136500
Kr_stova Vada,"Dvustaen apartament v kv. Kr_stova vada
Kr_stova Vada, Sofia",2,68,Tuhla,2024.0,288,1,1,115361
Banisora,"Dvustaen v Banisora
Banisora, Sofia",2,40,Panel,2019.0,288,1,1,69000
B_kston,"Tristaen v B_kston
B_kston, Sofia",3,95,Panel,1975.0,288,1,1,180000
Nadejda 2,"Tristaen v Nadejda 2
Nadejda 2, Sofia",3,58,Panel,1967.0,288,1,1,120000
Ovca Kupel,"Prodava nov apartament do metrostanzia Mizia
Ovca Kupel, Sofia",2,68,Tuhla,2023.0,288,1,1,118000
Ovca Kupel,"Prodava nov dvustaen apartament do NBU i metrostanzia Mizia
Ovca Kupel, Sofia",2,68,Tuhla,2023.0,288,1,1,118000
Manastirski Livadi,"Prodava apartament v blizost do bul. B_lgaria
Manastirski Livadi, Sofia",0,40,Tuhla,2010.0,288,1,1,127500
Malinova Dolina,"BEZ KOMISION!!! Studio v novostroasa se sgrada v Malinova dolina
Malinova Dolina, Sofia",0,46,Tuhla,2023.0,288,1,1,57457
Ovca Kupel,"Dvustaen apartament v kv. Ovca Kupel na metri ot metroto!
Ovca Kupel, Sofia",2,69,Tuhla,2023.0,289,0,1,86000
Kr_stova Vada,"Prostoren, tristaen apartament, v kv. ”Kr_stova vada”
Kr_stova Vada, Sofia",3,121,Tuhla,2022.0,289,0,1,230000
Suhata reka,"Prodava ednostaen apartament- kv. Suhata reka
Suhata reka, Sofia",0,40,Tuhla,2022.0,289,0,1,69990
Malinova Dolina,"Mnogostaen, Sofia, Malinova Dolina, 150 kv.m., 225328 €
Malinova Dolina, Sofia",4,150,Tuhla,2023.0,289,1,1,225328
Malinova Dolina,"Mnogostaen, Sofia, Malinova Dolina, 150 kv.m., 217100 €
Malinova Dolina, Sofia",4,150,Tuhla,2023.0,289,1,1,217100
Kr_stova Vada,"Dvustaen novo stroitelstvo na bul. Cerni vr_h gr. Sofia
Kr_stova Vada, Sofia",3,74,Tuhla,2022.0,290,0,0,150000
Zent_r,"Zent_r, Aleksandrovska bolniza, tristaen, obzaveden, remontiran, tuhla
Zent_r, Sofia",3,84,Tuhla,1970.0,290,0,0,245000
Malinova Dolina,"Apartament №5 v OKINAWA Boutique Residence, v kv. ”Malinova dolina”
 Malinova Dolina, Sofia",2,76.75,Tuhla,2023.0,290,0,0,111927
Malinova Dolina,"Dvustaen apartament 56 kv.m Tuhla 2024 g. 2 etaj Neposleden
Malinova Dolina, Sofia",2,56,Tuhla,2024.0,290,0,0,84945
Malinova Dolina,"Nov 2-staen v Malinova Dolina
Malinova Dolina, Sofia",2,87,Tuhla,2024.0,290,0,0,131385
Boana,"Dvustaen apartament 61 kv.m Tuhla 2025 g. 1 etaj Parter
Boana, Sofia",2,61,Tuhla,2025.0,290,0,0,80279
Tri_g_lnika,"Tristaen apartament novo stroitelstvo - akt 16
Tri_g_lnika, Sofia",3,83,Tuhla,2021.0,290,0,0,125000
Manastirski Livadi,"Dvustaen apartament v j.k. Manastirski livadi
Manastirski Livadi, Sofia",2,74,Tuhla,2007.0,290,0,0,189000
Banisora,"Dvustaen Apartament + parkomasto + maze + tavan kv. Banisora
Banisora, Sofia",2,70,Tuhla,1971.0,290,1,0,158000
Ovca Kupel 1,"Tristaen apartament 105 kv.m Panel 1980 g. 9 etaj Posleden etaj
Ovca Kupel 1, Sofia",3,105,Panel,1980.0,290,1,1,131000
Nadejda 4,"Dvustaen apartament- gr. Sofia, j.k. Nadejda 4
Nadejda 4, Sofia",2,50,Panel,1981.0,290,1,1,90000
Zent_r,"Mnogostaen, obzaveden apartament na uliza Veslez
Zent_r, Sofia",4,118,Gredored,1925.0,290,1,1,164900
Zent_r,"Tristaen, obzaveden apartament, Zent_r
Zent_r, Sofia",3,118,Gredored,1925.0,290,1,1,164900
Mladost 3,"Prodava tristaen apartament do metrostanzia A. Balan
Mladost 3, Sofia",3,124,Tuhla,2006.0,290,1,1,235000
Hladilnika,"Tristaen apartament, Hladilnika
Hladilnika, Sofia",3,90,Tuhla,2004.0,290,1,1,290000
Manastirski Livadi,"Apartament s edna spalna v nova sgrada v kv. Manastirski livadi-iztok. V stroej! Ot Portfolio BP
Manastirski Livadi, Sofia",2,54,Tuhla,2024.0,290,1,1,75000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 123 kv.m., 107000 €
Malinova Dolina, Sofia",2,123,Tuhla,2023.0,290,1,1,107000
Manastirski Livadi,"Prodava 3-staen, kv. Manastirski livadi
Manastirski Livadi, Sofia",3,113,Tuhla,2023.0,290,1,1,195000
Tolstoj,"Prodava panoramen apartament do metrostanzia Han Kubrat
Tolstoj, Sofia",3,86,EPK/PK,1980.0,291,1,1,126000
Lulin 2,"Tristaen apartament, Lulin 2
Lulin 2, Sofia",3,118,Tuhla,2019.0,291,1,1,220000
Dragalevzi,"Mnogostaen apartament, Dragalevzi
Dragalevzi, Sofia",4,160,Tuhla,2007.0,291,1,1,315000
Drujba 2,"Ednostaen apartament do metrostanzia ”Drujba”
Drujba 2, Sofia",0,44,Tuhla,2023.0,291,1,1,63600
Malinova Dolina,"Tristaen, nova sgrada, et.2, 107m2, Zena 159315 Evro
Malinova Dolina, Sofia",3,106,Tuhla,2024.0,291,1,1,159315
Lulin 10,"Dvustaen apartament 66 kv.m Panel 1984 g. 4 etaj
Lulin 10, Sofia",2,66,Panel,1984.0,291,1,1,105000
Lozenez,"Prostoren, dizajnerski obzaveden apartament s dve parkomesta v kv. Lozenez-Seminariata
Lozenez, Sofia",3,180,Tuhla,2015.0,291,1,1,450000
Goze Delcev,"Tristaen Apartament v Goze Delcev!
Goze Delcev, Sofia",3,133,Tuhla,2022.0,291,1,1,266000
Lozenez,"Mnogostaen apartament, Lozenez
Lozenez, Sofia",4,181,Tuhla,2017.0,291,1,1,400000
Lulin 3,"Dvustaen apartament v Lulin 3 Obzaveden!
Lulin 3, Sofia",2,70,Panel,1970.0,291,1,1,104000
Obela,"Tristaen apartament 80 kv.m Tuhla 2012 g. 4 etaj Posleden etaj
Obela, Sofia",3,80,Tuhla,2012.0,291,1,1,140000
Zona B18,"Ofis za prodajba- gr. Sofia, Zona b-18
Zona B18, Sofia",4,240,Tuhla,2010.0,291,1,1,310000
Ovca Kupel,"Luksozen dvustaen v Ovca kupel s neveroatna terasa
Ovca Kupel, Sofia",2,98,Tuhla,2015.0,291,1,1,159700
Manastirski Livadi,"Mnogostaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",4,320,Tuhla,2020.0,291,1,1,800000
Zona B18,"1-staen v kv. Zona B18
Zona B18, Sofia",0,45,Tuhla,2010.0,291,1,1,120000
Sveta Troiza,"Prodava apartament do 33 ezikova gimnazia
Sveta Troiza, Sofia",2,60,Panel,1980.0,291,1,1,103000
Gorna Bana,"Dvustaen apartament v kv. Gorna bana i sobstven dvor
Gorna Bana, Sofia",2,90,Tuhla,2022.0,291,1,1,122400
Boana,"Dvustaen apartament 71 kv.m Tuhla 2023 g. 1 etaj P_rvi jilisen
Boana, Sofia",2,65,Tuhla,2023.0,291,1,1,137999
Boana,"Dvustaen apartament, Boana
Boana, Sofia",2,43,Tuhla,2012.0,291,1,1,110000
Vr_bniza 2,"Tristaen apartament v blizost do Severen park v sgrada s AKT16
Vr_bniza 2, Sofia",3,100,Tuhla,2022.0,291,1,1,159000
Ovca Kupel 2,"Prodava nov dvustaen apartament do metrostanzia Ovca kupel 2
Ovca Kupel 2, Sofia",2,67,Tuhla,2021.0,292,0,1,124000
Vitosa,"Prodava golam panoramen apartament s panorama k_m Vitosa
Vitosa, Sofia",3,273,Tuhla,2009.0,292,0,1,265000
Zona B19,"Mnogostaen apartament, Zona B 19
Zona B19, Sofia",4,240,Tuhla,2019.0,292,0,1,369000
Gorublane,"Mnogostaen apartament 122 kv.m Tuhla 2022 g. 3 etaj
Gorublane, Sofia",4,122,Tuhla,2022.0,292,0,1,255000
Ovca Kupel 2,"Mnogostaen, Ovca Kupel 2
Ovca Kupel 2, Sofia",4,136,Tuhla,1998.0,292,1,1,210000
Vrajdebna,"Ednostaen apartament, Vrajdebna
Vrajdebna, Sofia",0,47,Tuhla,2024.0,292,1,1,65000
Vitosa,"Tristaen apartament, Vitosa
Vitosa, Sofia",3,86,Tuhla,2022.0,292,1,1,195000
Zona B18,"Prodava golama garsoniera do metrostanzia Konstantin Velickov i pazar Dimit_r Petkov
Zona B18, Sofia",0,54,EPK/PK,1990.0,292,1,1,110000
Ovca Kupel,"Prodava nov tristaen apartament do Agenziata po kadast_r
Ovca Kupel, Sofia",3,97,Tuhla,2022.0,292,1,1,179000
Studentski Grad,"Tristaen Apartament v Studentski Grad
Studentski Grad, Sofia",3,125,Tuhla,2022.0,292,1,1,179000
Slatina,"Dvustaen apartament, Slatina
Slatina, Sofia",2,44,Panel,1982.0,292,1,1,92500
Sveta Troiza,"Prodava apartament v blizost do pazar Dimit_r Petkov
Sveta Troiza, Sofia",2,60,Panel,1980.0,292,1,1,109900
Malinova Dolina,"Tristaen apartament, Malinova dolina
Malinova Dolina, Sofia",3,104,Tuhla,2023.0,292,1,1,165000
Zent_r,"Prodava cetiristaen apartament do bul. Vitosa
Zent_r, Sofia",4,125,Tuhla,1939.0,292,1,1,299900
Malinova Dolina,"Prostoren Dvustaen Apartament v Malinova Dolina!
Malinova Dolina, Sofia",2,96,Tuhla,2022.0,292,1,1,149770
Dragalevzi,"Prodava tristaen apartament do Zarsko selo
Dragalevzi, Sofia",3,110,Tuhla,2009.0,293,0,0,214000
Ilinden,"Tristaen apartament 72 kv.m EPK/PK 1960 g. 11 etaj Posleden etaj
Ilinden, Sofia",3,72,EPK/PK,1960.0,293,0,0,125000
Kr_stova Vada,"Cetiristaen apartament v nova sgrada s Akt 16 v blizost do Paradise Center
 Kr_stova Vada, Sofia",4,151,Tuhla,2023.0,293,0,0,199500
Ovca Kupel 2,"Tritaen apartament v zatvoren kompleks s Akt 14 i bez taksa poddr_jka v kv. Ovca kupel
 Ovca Kupel 2, Sofia",3,106.57,Tuhla,2024.0,293,0,0,122556
